"smiles","AR"
"CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC","3"
"CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O","5.01"
"CCc1cccc2c1N(C)Cc1cc3c(cc1-2)OCO3","150"
"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3","12.88"
"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12","150"
"CCc1nc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn2c1N(C)Cc1cccs1","150"
"CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1","17.38"
"CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1","150"
"CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccnc1","75.86"
"CCn1c(SCC(=O)Nc2cccc(C)c2)nnc1-c1ccccc1","150"
"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21","3.46"
"CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1","5.5"
"CN(C)C(C)(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1","16"
"CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1","23"
"CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12","3"
"CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12","23.99"
"CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl","12.88"
"CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]","9.55"
"CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1","8.91"
"CN(C)c1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12","50.12"
"CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F","74.13"
"CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN","3"
"CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12","150"
"CN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc1ccccc1","140"
"CN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1","43"
"CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1","150"
"CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12","51.29"
"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21","6.17"
"CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21","5.01"
"CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1","11"
"CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21","40.74"
"CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","6.76"
"CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1","13.49"
"CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1","14.45"
"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1","3"
"CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1","3"
"CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1","3"
"CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12","21.88"
"CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1","3"
"CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl","16.22"
"CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1","64"
"CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N","19.95"
"CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1","3.89"
"CNCCC=C1c2ccccc2CCc2ccccc21","144"
"CNCC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1","150"
"CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1","142"
"CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1","12.02"
"CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1","8"
"CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1","10.47"
"CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@H]21)C(C)(C)C","12.02"
"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1","19.95"
"CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O","16.98"
"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCCC4)c3)ncc2C#N)s1","150"
"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1","150"
"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1","19.5"
"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCNCC4)c3)ncc2C#N)s1","12.3"
"CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)cccc12","41.69"
"COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1","150"
"COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1","12.3"
"COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1","137"
"COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1","150"
"COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C","22.39"
"COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1","3"
"COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1","3"
"COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1","114.82"
"COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1","9.9"
"COCCN(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1","40.74"
"COCCNc1nc(NCc2ccccc2F)c2sccc2n1","147.91"
"COCCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1","43.65"
"COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1","125"
"COCc1ccoc1C(=O)N(c1ccc(OC)cc1OC)C(C(=O)NC[C@@H](C)O)c1ccccc1F","34.5"
"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C","3"
"CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1","12.59"
"CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1","7.24"
"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C","150"
"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2","14.79"
"COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1","6.31"
"COc1c2occc2cc2ccc(=O)oc12","52"
"COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O","31.62"
"COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1","27.54"
"COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1","12.3"
"COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O","138.04"
"COc1cc(C(CO)CO)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1","19.95"
"COc1cc(C2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1","23.99"
"COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1","13.8"
"COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1","12.3"
"COc1cc(N2CCN(C(=O)[C@@H](C)O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1","12.59"
"COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1","13"
"COc1cc(NC(=O)c2ccccn2)ccc1Cl","150"
"COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1","27.54"
"COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1","150"
"COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO","12.59"
"COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1","35.48"
"COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC","150"
"COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC","3"
"COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1","16"
"COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(=O)N(C)C","4.27"
"COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(C)O","38.02"
"COc1ccc(-c2nc(O)c3ccccc3n2)cc1","150"
"COc1ccc(-c2nc3c(NCCCN(C)C(=O)C4CCC4)c(Br)cnc3[nH]2)cc1","138.04"
"COc1ccc(/C=C2\NC(=O)NC2=O)cc1","39.81"
"COc1ccc(C#Cc2ccc([C@@H]3[C@H](CO)N4CCCCN(C(=O)Nc5cccc(F)c5)C[C@@H]34)cc2)cc1","18.2"
"COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1","13.8"
"COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1","16.6"
"COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2ccccc2C)C(C)(C)C)cc1OC","26"
"COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1","12.88"
"COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1","14"
"COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1","19.05"
"COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1","21.88"
"COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC","6.46"
"COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1","91"
"COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1","13"
"COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C","31"
"COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1","3.91"
"COc1ccc(Cc2c(N)n[nH]c2N)cc1","3.63"
"COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1","14.45"
"COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1","35.48"
"COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1","150"
"COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1","150"
"COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1","150"
"COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1","33"
"COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1","87"
"COc1ccc(N(C(=O)c2occc2CO)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1","8"
"COc1ccc(N(C(=O)c2occc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1","59"
"COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1","150"
"COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC","3"
"COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1","3.09"
"COc1ccc(OC)c(C(O)CN)c1","3"
"COc1ccc(OC)c(C(O)CNC(=O)CN)c1","3"
"COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1","28"
"COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1","23.44"
"COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(C)=O)CC4)nn3)c2c1","5.13"
"COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1","6.76"
"COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1","19.5"
"COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1","120.23"
"COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1","150"
"COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1","150"
"COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1","150"
"COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1","72.44"
"COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1","138.04"
"COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1","39.81"
"COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC","150"
"COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3-c3ccccc3)c2)c1","150"
"COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1","150"
"COc1cccc2sc(NC(=O)c3ccccc3)nc12","16"
"COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1","54.95"
"COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F","150"
"COc1ccccc1C(=O)Nc1ccc(Cc2ccncc2)cc1","103.2"
"COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1","29"
"COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1","29"
"COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1","33"
"COc1ccccc1CN1C(=O)c2ccccc2C1C(=O)NC1CCC(C)CC1","150"
"COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12","26.3"
"COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO","4.79"
"COc1ccccc1SC[C@@H](C)CN[C@@H]1COc2ccccc2SC1","51.29"
"COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1","3"
"COc1ccnc(CCc2nc3cccnc3[nH]2)c1","18.89"
"COc1ccnc(CSc2nc3ccccc3[nH]2)c1","150"
"COc1ccncc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1","25.7"
"COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1","150"
"COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1","3"
"COc1nc(C)nc(Cl)c1NC1=NCCN1","3"
"COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","10.47"
"COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12","14.13"
"COc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O","4.88"
"CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ncc34)n2)CC1","3"
"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1","91.2"
"CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1","33.11"
"CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1","72.44"
"CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12","14.3"
"CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1","105"
"CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1","4.79"
"CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1","19.05"
"CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nccs2)cc1","20.89"
"CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1","69.18"
"CS(=O)(=O)c1ccc([C@H](CC2CCCC2)C(=O)Nc2nccs2)cc1","35.48"
"CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)sc2c1","3"
"CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1","150"
"CSCCC(NC(=O)c1cnccn1)c1nc2ccccc2[nH]1","74"
"CSCCC(NC(=O)c1sccc1Cl)c1nc2ccccc2[nH]1","150"
"CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1","12.3"
"CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1","70.79"
"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2","114"
"C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1","6"
"C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1","3"
"C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1","21.3"
"C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1","3"
"C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1","3"
"C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1","108"
"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12","4.79"
"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12","150"
"C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@@](CCO)(c2ccc(F)cc2)OC1=O","64.57"
"C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1","7.48"
"C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl","63.1"
"C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1","52.48"
"C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1","26.92"
"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO","31"
"C[C@@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@]2(N1)C(=O)Nc1ccc(Cl)cc12","7.24"
"C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1","128"
"C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1","67"
"C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1","64"
"C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccn3)CCC1CC2)(c1ccccc1)N1CCCCC1","64"
